,hypergraph,two_nest_set,three_nest_set
887,"{'e0': [2, 4, 5], 'e1': [2, 3, 7], 'e2': [2, 5, 6], 'e3': [1, 2, 5]}","[[1, 4], [1, 6], [3, 7], [4, 6]]","[[1, 4], [1, 6], [3, 7], [4, 6]]"
888,"{'e0': [2, 4, 6, 7], 'e1': [3, 4, 5], 'e2': [1, 4, 7]}","[[1, 2], [1, 6], [1, 7], [2, 6], [3, 5]]","[[1, 2], [1, 6], [1, 7], [2, 6], [3, 5]]"
889,"{'e0': [2, 4, 6], 'e1': [2, 3, 4], 'e2': [1, 5, 6], 'e3': [2, 3, 7]}","[[1, 5], [3, 7]]","[[1, 5], [3, 7]]"
890,"{'e0': [2, 4, 7], 'e1': [1, 4, 7], 'e2': [3, 6, 7], 'e3': [3, 4, 5]}","[[1, 2]]","[[1, 2]]"
891,"{'e0': [2, 4], 'e1': [1, 4], 'e2': [3, 4]}","[[1, 2], [1, 3], [2, 3]]","[[1, 2], [1, 3], [2, 3]]"
892,"{'e0': [2, 5, 6], 'e1': [2, 5, 7], 'e2': [2, 3, 4], 'e3': [1, 2, 4]}","[[1, 3], [1, 4], [3, 4], [5, 6], [5, 7], [6, 7]]","[[1, 3], [1, 4], [3, 4], [5, 6], [5, 7], [6, 7]]"
893,"{'e0': [3, 4, 5], 'e1': [1, 2, 5], 'e2': [2, 5], 'e3': [1, 5]}","[[1, 2], [3, 4]]","[[1, 2], [3, 4]]"
894,"{'e0': [3, 4, 5], 'e1': [1, 3, 4], 'e2': [2, 4, 5]}","[[1, 3], [2, 5]]","[[1, 3], [2, 5]]"
895,"{'e0': [3, 4, 5], 'e1': [1, 3, 4], 'e2': [2, 4], 'e3': [2, 3]}","[[1, 5]]","[[1, 5]]"
896,"{'e0': [3, 4, 5], 'e1': [2, 4, 5], 'e2': [1, 3, 5], 'e3': [3, 4]}",[],[]
897,"{'e0': [3, 4, 7], 'e1': [1, 5, 7], 'e2': [1, 2, 6]}","[[2, 6], [3, 4]]","[[2, 6], [3, 4]]"
898,"{'e0': [3, 4], 'e1': [2, 3], 'e2': [1, 4], 'e3': [2]}","[[1, 4], [2, 3]]","[[1, 4], [2, 3]]"
899,"{'e0': [3, 6, 7], 'e1': [2, 4, 5], 'e2': [1, 6, 7], 'e3': [1, 2, 4]}","[[2, 5], [3, 6], [3, 7], [4, 5]]","[[2, 5], [3, 6], [3, 7], [4, 5]]"
900,"{'e0': [4, 5, 7, 8], 'e1': [1, 3, 4, 5], 'e2': [2, 3, 6]}","[[2, 6], [7, 8]]","[[2, 6], [7, 8]]"
901,"{'e0': [1, 10, 11, 12, 13, 14, 15, 16, 2, 4, 5, 6], 'e1': [10, 11, 12, 14, 15, 3, 4, 5, 6, 7], 'e2': [11, 12, 15, 2, 3, 4, 5, 6, 7, 8], 'e3': [1, 10, 14, 16, 5, 6, 8], 'e4': [15, 16, 3, 5, 9], 'e5': [10, 13, 15, 3, 8], 'e6': [1, 7, 9]}",[],[]
902,"{'e0': [1, 10, 11, 12, 13, 14, 15, 16, 2, 5, 7, 8], 'e1': [1, 12, 14, 16, 2, 3, 6, 7, 8, 9], 'e2': [1, 10, 11, 16, 2, 3, 4, 5, 6, 7], 'e3': [1, 10, 14, 16, 2, 4, 7, 9], 'e4': [1, 11, 16, 2, 7, 8], 'e5': [10, 4, 6, 7]}","[[13, 15]]","[[13, 15]]"
903,"{'e0': [1, 10, 11, 12, 13, 14, 15, 16, 3, 4, 5, 7], 'e1': [1, 11, 14, 15, 16, 3, 4, 6, 8, 9], 'e2': [11, 13, 14, 15, 2, 3, 4, 6, 7, 8], 'e3': [10, 11, 13, 14, 16, 2, 8], 'e4': [10, 13, 16, 5, 9], 'e5': [13, 14, 15, 16, 4], 'e6': [15, 2, 6]}",[],[]
904,"{'e0': [1, 10, 11, 12, 13, 14, 15, 16, 3, 5, 7, 8], 'e1': [1, 10, 12, 13, 15, 16, 2, 3, 5, 8], 'e2': [11, 12, 13, 14, 15, 16, 4, 5, 6, 9], 'e3': [11, 12, 14, 3, 6, 7, 8, 9], 'e4': [12, 3, 4, 5, 7, 8], 'e5': [13, 2, 3, 6]}",[],[]
905,"{'e0': [1, 10, 11, 12, 13, 14, 15, 16, 6, 7, 8, 9], 'e1': [11, 13, 15, 16, 2, 3, 4, 5, 7, 8], 'e2': [1, 12, 14, 16, 3, 4, 5, 6, 7, 9], 'e3': [1, 11, 13, 14, 15, 16, 6, 8], 'e4': [14, 15, 3, 5, 7, 9], 'e5': [12, 13, 5, 6]}",[],[]
906,"{'e0': [1, 10, 11, 12, 13, 14, 15, 2, 3, 5, 7, 9], 'e1': [1, 10, 12, 13, 14, 16, 2, 3, 8, 9], 'e2': [11, 12, 15, 16, 2, 3, 4, 5, 6, 8], 'e3': [1, 11, 12, 13, 15, 16, 6, 9], 'e4': [12, 14, 16, 2, 4, 6], 'e5': [1, 11, 14, 15]}",[],[]
907,"{'e0': [1, 10, 11, 12, 13, 14, 15, 2, 3, 7, 8, 9], 'e1': [10, 12, 13, 14, 15, 16, 2, 3, 6, 8], 'e2': [1, 13, 14, 15, 16, 2, 3, 5, 7, 9], 'e3': [10, 14, 2, 4, 6, 7, 8], 'e4': [12, 13, 14, 3, 6], 'e5': [1, 10, 14, 2, 6], 'e6': [13, 6, 7]}",[],[]
908,"{'e0': [1, 10, 11, 12, 13, 14, 15, 3, 4, 6, 7, 9], 'e1': [1, 10, 12, 14, 2, 3, 5, 6, 7, 9], 'e2': [1, 13, 14, 15, 16, 3, 4, 6, 7, 8], 'e3': [1, 10, 11, 13, 16, 5, 6, 7], 'e4': [11, 13, 14, 15, 2, 9], 'e5': [13, 2, 5, 9]}",[],[]
909,"{'e0': [1, 10, 11, 12, 13, 14, 16, 2, 3, 4, 5, 6], 'e1': [12, 13, 14, 15, 16, 2, 3, 6, 7, 8], 'e2': [1, 10, 11, 15, 2, 3, 4, 5, 8, 9], 'e3': [11, 12, 13, 14, 3, 4, 8], 'e4': [1, 13, 15, 2, 7], 'e5': [1, 15, 2, 5, 7], 'e6': [12, 3, 8]}",[],[]
910,"{'e0': [1, 10, 11, 12, 13, 14, 16, 2, 3, 5, 6, 8], 'e1': [10, 11, 12, 13, 16, 2, 4, 5, 6, 9], 'e2': [11, 12, 13, 15, 16, 2, 4, 5, 6, 7], 'e3': [1, 12, 13, 2, 5, 6, 8], 'e4': [15, 2, 4, 7, 9], 'e5': [1, 10, 2, 5, 8], 'e6': [12, 5, 6]}","[[3, 14]]","[[3, 14]]"
911,"{'e0': [1, 10, 11, 12, 13, 14, 16, 2, 4, 5, 6, 7], 'e1': [1, 11, 12, 13, 14, 16, 2, 3, 5, 6], 'e2': [1, 11, 15, 16, 2, 3, 5, 6, 7, 9], 'e3': [1, 10, 12, 13, 3, 7, 8, 9], 'e4': [14, 2, 4, 5, 8, 9], 'e5': [10, 15, 6, 9]}",[],[]
912,"{'e0': [1, 10, 11, 12, 13, 14, 16, 2, 4, 6, 7, 8], 'e1': [1, 10, 14, 15, 16, 3, 4, 5, 6, 9], 'e2': [1, 12, 13, 16, 2, 4, 5, 6, 7, 8], 'e3': [1, 12, 13, 16, 3, 4, 5, 9], 'e4': [11, 12, 13, 15, 5, 9], 'e5': [12, 15, 2, 8]}",[],[]
913,"{'e0': [1, 10, 11, 12, 13, 14, 16, 2, 5, 6, 7, 8], 'e1': [1, 10, 13, 14, 15, 16, 4, 6, 7, 8], 'e2': [1, 10, 11, 12, 14, 16, 3, 4, 5, 7], 'e3': [11, 12, 14, 15, 3, 5, 7], 'e4': [2, 3, 4, 6, 9], 'e5': [14, 15, 3, 4, 6], 'e6': [11, 13, 4]}",[],[]
914,"{'e0': [1, 10, 11, 12, 13, 14, 16, 2, 5, 6, 8, 9], 'e1': [10, 13, 15, 16, 2, 3, 4, 7, 8, 9], 'e2': [1, 10, 11, 12, 13, 3, 4, 6, 7, 8], 'e3': [10, 11, 2, 3, 7, 8, 9], 'e4': [1, 10, 4, 5, 9], 'e5': [15, 16, 2, 5, 9], 'e6': [12, 15, 7]}",[],[]
915,"{'e0': [1, 10, 11, 12, 13, 14, 16, 3, 4, 5, 6, 7], 'e1': [1, 12, 13, 15, 3, 5, 6, 7, 8, 9], 'e2': [1, 11, 13, 15, 16, 2, 3, 5, 6, 8], 'e3': [11, 15, 16, 3, 5, 6, 7], 'e4': [11, 14, 3, 8, 9], 'e5': [12, 13, 5, 7, 9], 'e6': [1, 11, 15]}","[[4, 10]]","[[4, 10]]"
916,"{'e0': [1, 10, 11, 12, 13, 14, 16, 4, 6, 7, 8, 9], 'e1': [1, 11, 12, 13, 15, 2, 3, 4, 5, 9], 'e2': [1, 10, 11, 14, 16, 4, 5, 6, 7, 8], 'e3': [1, 11, 15, 2, 3, 5, 7], 'e4': [1, 11, 12, 16, 3], 'e5': [16, 6, 7, 8, 9], 'e6': [1, 12, 14]}",[],[]
917,"{'e0': [1, 10, 11, 12, 13, 14, 16, 4, 6, 7, 8, 9], 'e1': [1, 14, 15, 16, 2, 3, 5, 6, 7, 8], 'e2': [1, 11, 12, 13, 14, 2, 3, 4, 8, 9], 'e3': [1, 15, 16, 2, 3, 5, 6], 'e4': [1, 11, 13, 16, 8], 'e5': [12, 13, 15, 5, 8], 'e6': [13, 14, 5]}",[],[]
918,"{'e0': [1, 10, 11, 12, 13, 14, 2, 3, 5, 6, 8, 9], 'e1': [1, 10, 11, 13, 15, 16, 4, 6, 7, 8], 'e2': [10, 13, 16, 2, 3, 4, 5, 6, 7, 9], 'e3': [10, 13, 15, 16, 2, 5, 7], 'e4': [10, 16, 2, 6, 9], 'e5': [12, 13, 4, 7, 8], 'e6': [3, 7, 8]}",[],[]
919,"{'e0': [1, 10, 11, 12, 13, 14, 3, 4, 5, 6, 7, 8], 'e1': [1, 10, 12, 14, 15, 16, 2, 5, 6, 7], 'e2': [10, 11, 14, 15, 16, 2, 4, 7, 8, 9], 'e3': [10, 12, 15, 16, 5, 6, 7, 9], 'e4': [1, 13, 16, 2, 4, 9], 'e5': [13, 2, 3, 6]}",[],[]
920,"{'e0': [1, 10, 11, 12, 13, 14, 3, 4, 5, 6, 7, 8], 'e1': [10, 11, 12, 13, 14, 16, 2, 4, 8, 9], 'e2': [1, 10, 11, 14, 15, 2, 3, 4, 6, 7], 'e3': [1, 13, 14, 15, 2, 6, 9], 'e4': [1, 15, 2, 3, 4], 'e5': [13, 15, 5, 6, 8], 'e6': [11, 16, 9]}",[],[]
921,"{'e0': [1, 10, 11, 12, 13, 14, 3, 4, 5, 6, 8, 9], 'e1': [1, 10, 12, 13, 14, 15, 2, 3, 4, 8], 'e2': [1, 10, 11, 13, 14, 3, 5, 6, 7, 9], 'e3': [10, 11, 12, 14, 4, 5, 7, 8], 'e4': [13, 14, 15, 16, 4, 8], 'e5': [1, 13, 14, 4]}","[[2, 16], [15, 16]]","[[2, 16], [15, 16]]"
922,"{'e0': [1, 10, 11, 12, 13, 14, 4, 5, 6, 7, 8, 9], 'e1': [10, 11, 12, 13, 15, 2, 4, 5, 7, 9], 'e2': [1, 10, 11, 12, 13, 14, 16, 2, 4, 8], 'e3': [12, 13, 15, 16, 3, 6, 8], 'e4': [1, 11, 14, 3, 4], 'e5': [11, 13, 15, 4, 5], 'e6': [11, 12, 15]}",[],[]
923,"{'e0': [1, 10, 11, 12, 13, 15, 16, 2, 3, 4, 6, 7], 'e1': [1, 10, 12, 13, 16, 3, 4, 5, 6, 8], 'e2': [1, 10, 11, 14, 16, 3, 4, 5, 6, 9], 'e3': [10, 11, 12, 3, 4, 6, 8, 9], 'e4': [1, 14, 15, 16, 6, 9], 'e5': [1, 2, 3, 8]}",[],[]
924,"{'e0': [1, 10, 11, 12, 13, 15, 16, 2, 3, 5, 7, 9], 'e1': [1, 11, 12, 14, 15, 5, 6, 7, 8, 9], 'e2': [10, 11, 12, 13, 3, 4, 5, 6, 8, 9], 'e3': [10, 12, 13, 14, 6, 8, 9], 'e4': [10, 12, 16, 4, 6], 'e5': [1, 11, 4, 6, 9], 'e6': [10, 2, 4]}",[],[]
925,"{'e0': [1, 10, 11, 12, 13, 15, 16, 2, 3, 6, 7, 8], 'e1': [10, 11, 12, 13, 14, 15, 16, 3, 5, 7], 'e2': [1, 10, 11, 15, 16, 2, 3, 4, 6, 7], 'e3': [11, 12, 13, 15, 2, 4, 6, 9], 'e4': [11, 15, 4, 5, 7, 8], 'e5': [11, 16, 2, 3]}",[],[]
926,"{'e0': [1, 10, 11, 12, 13, 15, 16, 2, 4, 5, 6, 9], 'e1': [1, 13, 14, 15, 2, 3, 5, 7, 8, 9], 'e2': [1, 10, 11, 12, 15, 16, 4, 5, 8, 9], 'e3': [10, 15, 16, 2, 5, 6, 7, 9], 'e4': [10, 11, 14, 6, 7, 9], 'e5': [1, 11, 2, 6]}",[],[]
927,"{'e0': [1, 10, 11, 12, 13, 15, 16, 3, 4, 5, 7, 9], 'e1': [10, 12, 14, 15, 16, 2, 4, 6, 7, 9], 'e2': [10, 14, 16, 2, 4, 5, 6, 7, 8, 9], 'e3': [1, 13, 16, 3, 6, 7, 8, 9], 'e4': [10, 14, 15, 16, 3, 4], 'e5': [1, 11, 5, 9]}",[],[]
928,"{'e0': [1, 10, 11, 12, 13, 15, 2, 3, 6, 7, 8, 9], 'e1': [1, 11, 14, 15, 16, 3, 4, 5, 8, 9], 'e2': [1, 11, 14, 16, 2, 3, 4, 5, 8, 9], 'e3': [11, 12, 15, 3, 4, 6, 9], 'e4': [10, 11, 12, 13, 6], 'e5': [11, 14, 2, 4, 8], 'e6': [11, 16, 8]}","[[7, 10], [7, 13], [10, 13]]","[[7, 10], [7, 13], [10, 13]]"
929,"{'e0': [1, 10, 11, 12, 13, 15, 2, 5, 6, 7, 8, 9], 'e1': [10, 14, 15, 16, 3, 4, 5, 7, 8, 9], 'e2': [1, 12, 14, 15, 16, 2, 4, 5, 7, 9], 'e3': [1, 10, 15, 16, 5, 6, 8], 'e4': [14, 15, 16, 7, 9], 'e5': [1, 13, 15, 16, 6], 'e6': [1, 4, 5]}",[],[]
930,"{'e0': [1, 10, 11, 12, 14, 15, 16, 2, 6, 7, 8, 9], 'e1': [1, 11, 13, 14, 16, 2, 3, 4, 7, 8], 'e2': [10, 11, 12, 14, 15, 16, 4, 7, 8, 9], 'e3': [11, 13, 14, 2, 3, 4, 5, 7], 'e4': [11, 12, 16, 3, 8, 9], 'e5': [11, 16, 2, 6]}","[[5, 13]]","[[5, 13]]"
931,"{'e0': [1, 10, 11, 12, 14, 15, 16, 3, 5, 6, 7, 8], 'e1': [1, 10, 12, 13, 16, 3, 5, 6, 8, 9], 'e2': [10, 12, 14, 15, 3, 4, 6, 7, 8, 9], 'e3': [1, 10, 12, 14, 3, 4, 9], 'e4': [2, 4, 6, 7, 9], 'e5': [14, 15, 4, 5, 7], 'e6': [14, 5, 8]}",[],[]
932,"{'e0': [1, 10, 11, 12, 14, 15, 16, 5, 6, 7, 8, 9], 'e1': [1, 10, 11, 12, 13, 14, 6, 7, 8, 9], 'e2': [1, 12, 13, 14, 2, 3, 4, 6, 8, 9], 'e3': [1, 12, 16, 3, 4, 6, 7, 8], 'e4': [1, 11, 15, 2, 3, 7], 'e5': [11, 3, 4, 6]}",[],[]
933,"{'e0': [1, 10, 11, 12, 14, 15, 16, 5, 6, 7, 8, 9], 'e1': [1, 10, 13, 15, 16, 2, 4, 5, 8, 9], 'e2': [10, 12, 13, 16, 2, 3, 5, 6, 8, 9], 'e3': [10, 14, 15, 16, 4, 5, 6, 7], 'e4': [10, 14, 15, 16, 3, 5], 'e5': [14, 16, 2, 3]}",[],[]
934,"{'e0': [1, 10, 11, 12, 14, 15, 2, 3, 4, 5, 6, 7], 'e1': [1, 11, 12, 14, 15, 16, 3, 7, 8, 9], 'e2': [1, 11, 12, 14, 15, 2, 3, 4, 5, 8], 'e3': [12, 13, 14, 15, 3, 6, 7, 8], 'e4': [10, 12, 5, 6, 7, 9], 'e5': [1, 11, 14, 4]}",[],[]
935,"{'e0': [1, 10, 11, 12, 14, 15, 2, 3, 4, 5, 8, 9], 'e1': [10, 11, 13, 2, 3, 5, 6, 7, 8, 9], 'e2': [1, 11, 13, 14, 16, 2, 3, 4, 5, 9], 'e3': [1, 11, 14, 15, 2, 5, 6, 9], 'e4': [10, 11, 13, 16, 5, 6], 'e5': [11, 12, 13, 16]}",[],[]
936,"{'e0': [1, 10, 11, 12, 14, 15, 2, 3, 4, 6, 8, 9], 'e1': [10, 11, 13, 16, 2, 5, 6, 7, 8, 9], 'e2': [1, 10, 12, 13, 16, 2, 3, 4, 8, 9], 'e3': [10, 11, 13, 2, 3, 6, 7], 'e4': [16, 2, 4, 5, 8], 'e5': [10, 11, 13, 14, 9], 'e6': [4, 6, 7]}",[],[]
937,"{'e0': [1, 10, 11, 12, 14, 15, 2, 3, 6, 7, 8, 9], 'e1': [11, 12, 14, 15, 16, 2, 3, 5, 7, 8], 'e2': [10, 11, 12, 13, 14, 16, 3, 5, 8, 9], 'e3': [1, 12, 14, 16, 3, 6, 8, 9], 'e4': [10, 14, 2, 6, 7, 8], 'e5': [14, 16, 4, 5]}","[[4, 13]]","[[4, 13]]"
938,"{'e0': [1, 10, 11, 12, 14, 15, 2, 4, 6, 7, 8, 9], 'e1': [10, 12, 13, 14, 15, 2, 3, 4, 8, 9], 'e2': [1, 10, 11, 12, 15, 16, 2, 3, 5, 7], 'e3': [1, 10, 11, 13, 14, 4, 7], 'e4': [1, 12, 2, 5, 9], 'e5': [11, 14, 16, 3, 6], 'e6': [10, 14, 7]}",[],[]
939,"{'e0': [1, 10, 11, 12, 14, 15, 3, 4, 5, 6, 7, 8], 'e1': [1, 10, 11, 12, 13, 14, 15, 5, 6, 7], 'e2': [1, 11, 12, 14, 16, 2, 4, 5, 7, 9], 'e3': [1, 14, 15, 3, 5, 6, 8, 9], 'e4': [12, 15, 16, 2, 6, 9], 'e5': [14, 2, 5, 7]}","[[10, 13]]","[[10, 13]]"
940,"{'e0': [1, 10, 11, 12, 14, 16, 2, 3, 5, 7, 8, 9], 'e1': [1, 10, 15, 16, 2, 4, 5, 6, 8, 9], 'e2': [10, 12, 13, 14, 2, 3, 4, 6, 7, 9], 'e3': [11, 12, 14, 15, 16, 2, 3, 7], 'e4': [14, 16, 2, 3, 4, 5], 'e5': [10, 14, 15, 5]}",[],[]
941,"{'e0': [1, 10, 11, 12, 15, 16, 2, 3, 4, 5, 6, 7], 'e1': [1, 10, 12, 13, 14, 16, 5, 6, 7, 9], 'e2': [1, 10, 11, 14, 15, 3, 4, 5, 7, 8], 'e3': [10, 13, 3, 5, 6, 8, 9], 'e4': [11, 14, 15, 16, 2], 'e5': [14, 16, 3, 6, 7], 'e6': [4, 5, 9]}",[],[]
942,"{'e0': [1, 10, 11, 12, 15, 16, 2, 3, 4, 6, 7, 8], 'e1': [1, 10, 13, 14, 15, 16, 2, 4, 7, 9], 'e2': [1, 10, 13, 14, 2, 3, 4, 6, 7, 8], 'e3': [11, 14, 16, 2, 3, 8, 9], 'e4': [13, 16, 6, 7, 8], 'e5': [10, 13, 14, 2, 7], 'e6': [2, 5, 6]}","[[5, 12]]","[[5, 12]]"
943,"{'e0': [1, 10, 11, 12, 15, 16, 2, 3, 6, 7, 8, 9], 'e1': [1, 10, 11, 13, 15, 16, 2, 3, 5, 7], 'e2': [1, 11, 13, 14, 16, 3, 4, 6, 7, 9], 'e3': [1, 11, 12, 13, 14, 15, 16, 5], 'e4': [13, 15, 16, 3, 8, 9], 'e5': [11, 3, 5, 6]}",[],[]
944,"{'e0': [1, 10, 11, 12, 15, 16, 3, 5, 6, 7, 8, 9], 'e1': [1, 10, 11, 14, 16, 2, 3, 4, 5, 9], 'e2': [1, 10, 12, 13, 14, 3, 5, 6, 7, 8], 'e3': [1, 11, 14, 16, 2, 4, 5, 9], 'e4': [1, 11, 13, 4, 5, 9], 'e5': [1, 12, 3, 9]}",[],[]
945,"{'e0': [1, 10, 11, 12, 16, 3, 4, 5, 6, 7, 8, 9], 'e1': [1, 12, 13, 15, 2, 3, 4, 6, 7, 9], 'e2': [10, 14, 15, 16, 2, 3, 4, 6, 7, 8], 'e3': [12, 13, 14, 16, 4, 7, 8], 'e4': [10, 11, 12, 15, 2], 'e5': [1, 11, 13, 14, 3], 'e6': [1, 7, 8]}",[],[]
946,"{'e0': [1, 10, 11, 12, 2, 3, 4, 5, 6, 7, 8, 9], 'e1': [1, 10, 11, 13, 14, 15, 16, 3, 5, 9], 'e2': [11, 12, 13, 16, 4, 5, 6, 7, 8, 9], 'e3': [12, 15, 16, 3, 7, 8, 9], 'e4': [1, 10, 13, 14, 4], 'e5': [1, 10, 16, 3, 8], 'e6': [10, 4, 6]}",[],[]
947,"{'e0': [1, 10, 11, 12, 2, 3, 4, 5, 6, 9], 'e1': [11, 12, 2, 3, 5, 6, 7, 9], 'e2': [12, 4, 5, 8, 9], 'e3': [12, 3, 4, 7]}","[[1, 8], [1, 10], [8, 10]]","[[1, 8], [1, 10], [8, 10]]"
948,"{'e0': [1, 10, 11, 12, 2, 3, 4, 5, 7, 8], 'e1': [1, 10, 2, 3, 4, 5, 6, 7], 'e2': [2, 3, 4, 6, 8], 'e3': [1, 3, 5, 9]}","[[6, 8], [9, 11], [9, 12], [11, 12]]","[[6, 8], [9, 11], [9, 12], [11, 12]]"
949,"{'e0': [1, 10, 11, 12, 2, 3, 4, 5, 7, 8], 'e1': [1, 11, 12, 2, 4, 5, 7, 9], 'e2': [10, 2, 4, 6, 9], 'e3': [1, 2, 5, 9]}","[[3, 8]]","[[3, 8]]"
950,"{'e0': [1, 10, 11, 12, 2, 3, 4, 5, 7, 8], 'e1': [1, 12, 3, 4, 5, 6, 7, 9], 'e2': [10, 12, 7, 8, 9], 'e3': [10, 2, 8, 9]}",[],[]
951,"{'e0': [1, 10, 11, 12, 2, 3, 4, 5, 7, 8], 'e1': [10, 12, 4, 5, 6, 7, 8, 9], 'e2': [1, 10, 12, 7, 9], 'e3': [11, 6, 8, 9]}","[[2, 3]]","[[2, 3]]"
952,"{'e0': [1, 10, 11, 12, 2, 3, 4, 5, 7, 9], 'e1': [1, 10, 11, 3, 4, 7, 8, 9], 'e2': [4, 5, 7, 8, 9], 'e3': [2, 4, 5, 6]}","[[2, 6], [6, 12]]","[[2, 6], [6, 12]]"
953,"{'e0': [1, 10, 11, 12, 2, 3, 4, 5, 7, 9], 'e1': [1, 11, 12, 2, 3, 4, 8, 9], 'e2': [1, 10, 3, 4, 6], 'e3': [12, 3, 6, 7]}","[[2, 8], [5, 8], [8, 9], [8, 11]]","[[2, 8], [5, 8], [8, 9], [8, 11]]"
954,"{'e0': [1, 10, 11, 12, 2, 3, 4, 5, 8, 9], 'e1': [1, 3, 4, 5, 6, 7, 8, 9], 'e2': [10, 12, 2, 4, 7], 'e3': [10, 11, 12, 3]}",[],[]
955,"{'e0': [1, 10, 11, 12, 2, 3, 4, 6, 7, 8], 'e1': [1, 10, 4, 5, 6, 7, 8, 9], 'e2': [1, 10, 2, 4, 7], 'e3': [11, 3, 8, 9]}","[[2, 12]]","[[2, 12]]"
956,"{'e0': [1, 10, 11, 12, 2, 3, 4, 6, 7, 9], 'e1': [1, 11, 12, 3, 4, 5, 7, 9], 'e2': [1, 4, 5, 7, 8], 'e3': [11, 3, 5, 8]}","[[2, 6], [2, 10], [6, 10]]","[[2, 6], [2, 10], [6, 10]]"
957,"{'e0': [1, 10, 11, 12, 2, 3, 4, 7, 8, 9], 'e1': [1, 2, 3, 5, 6, 7, 8, 9], 'e2': [1, 11, 3, 4, 6], 'e3': [12, 3, 6, 8]}",[],[]
958,"{'e0': [1, 10, 11, 12, 2, 3, 5, 6, 7, 8], 'e1': [10, 2, 3, 4, 6, 7, 8, 9], 'e2': [1, 10, 4, 6, 7], 'e3': [1, 10, 2, 4]}","[[5, 11], [5, 12], [11, 12]]","[[5, 11], [5, 12], [11, 12]]"
959,"{'e0': [1, 10, 11, 12, 2, 3, 5, 6, 7, 9], 'e1': [1, 12, 2, 3, 4, 5, 8, 9], 'e2': [1, 2, 5, 8, 9], 'e3': [3, 4, 5, 7]}","[[6, 10], [6, 11], [10, 11]]","[[6, 10], [6, 11], [10, 11]]"
960,"{'e0': [1, 10, 11, 12, 2, 3, 5, 6, 7, 9], 'e1': [12, 3, 4, 5, 6, 7, 8, 9], 'e2': [10, 11, 3, 4, 8], 'e3': [11, 12, 3, 5]}","[[1, 2]]","[[1, 2]]"
961,"{'e0': [1, 10, 11, 12, 2, 3, 5, 7, 8, 9], 'e1': [1, 11, 12, 2, 4, 6, 7, 9], 'e2': [1, 12, 2, 4, 6], 'e3': [1, 10, 6, 7]}","[[3, 5], [3, 8], [5, 8]]","[[3, 5], [3, 8], [5, 8]]"
962,"{'e0': [1, 10, 11, 12, 2, 3, 6, 7, 8, 9], 'e1': [1, 10, 12, 4, 5, 6, 7, 9], 'e2': [10, 11, 12, 4, 6], 'e3': [2, 6, 7, 8]}","[[2, 3], [2, 8], [3, 8]]","[[2, 3], [2, 8], [3, 8]]"
963,"{'e0': [1, 10, 11, 12, 2, 4, 5, 6, 7, 8], 'e1': [1, 10, 12, 2, 3, 4, 6, 8], 'e2': [10, 3, 6, 8, 9], 'e3': [2, 5, 8, 9]}","[[7, 11]]","[[7, 11]]"
964,"{'e0': [1, 10, 11, 12, 2, 4, 5, 6, 7, 8], 'e1': [10, 11, 12, 2, 3, 4, 8, 9], 'e2': [10, 2, 5, 6, 8], 'e3': [1, 2, 6, 9]}","[[5, 7]]","[[5, 7]]"
965,"{'e0': [1, 10, 11, 12, 2, 4, 5, 6, 7, 9], 'e1': [1, 10, 2, 3, 4, 6, 8, 9], 'e2': [1, 12, 2, 4, 9], 'e3': [2, 3, 5, 8]}","[[7, 11], [7, 12], [11, 12]]","[[7, 11], [7, 12], [11, 12]]"
966,"{'e0': [1, 10, 11, 12, 2, 4, 6, 7, 8, 9], 'e1': [10, 2, 3, 4, 5, 7, 8, 9], 'e2': [11, 2, 4, 6, 8], 'e3': [10, 11, 5, 6]}","[[1, 12]]","[[1, 12]]"
967,"{'e0': [1, 10, 11, 12, 2, 5, 6, 7, 8, 9], 'e1': [1, 2, 3, 5, 6, 7, 8, 9], 'e2': [1, 12, 3, 5, 9], 'e3': [10, 4, 5, 6]}","[[3, 12], [4, 10], [4, 11]]","[[3, 12], [4, 10], [4, 11]]"
968,"{'e0': [1, 10, 11, 12, 3, 4, 5, 6, 7, 9], 'e1': [11, 2, 3, 4, 5, 7, 8, 9], 'e2': [10, 2, 3, 8, 9], 'e3': [1, 10, 11, 9]}","[[1, 6], [1, 12], [6, 12]]","[[1, 6], [1, 12], [6, 12]]"
969,"{'e0': [1, 10, 11, 12, 3, 4, 5, 6, 8, 9], 'e1': [1, 10, 11, 12, 4, 5, 6, 7], 'e2': [12, 2, 3, 7, 8], 'e3': [10, 5, 6, 9]}",[],[]
970,"{'e0': [1, 10, 11, 12, 3, 4, 6, 7, 8, 9], 'e1': [1, 11, 12, 2, 3, 5, 7, 8], 'e2': [11, 2, 5, 6, 8], 'e3': [12, 3, 4, 8]}","[[4, 9], [4, 10], [9, 10]]","[[4, 9], [4, 10], [9, 10]]"
971,"{'e0': [1, 10, 11, 12, 3, 4, 6, 7, 8, 9], 'e1': [10, 11, 2, 3, 4, 5, 6, 8], 'e2': [10, 2, 4, 6, 7], 'e3': [1, 10, 7, 8]}","[[1, 9], [1, 12], [9, 12]]","[[1, 9], [1, 12], [9, 12]]"
