,hypergraph,hyperedge_sizes,num_hyperedges,num_vertices
426,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 2, 3, 4], ""e2"": [3, 5, 6], ""e3"": [1, 6]}","[6, 4, 3, 2]",4,6
427,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 2, 3, 5, 6], ""e2"": [1, 2, 3, 5], ""e3"": [1, 4]}","[6, 5, 4, 2]",4,6
428,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 2, 3, 5, 6], ""e2"": [1, 2, 3, 6], ""e3"": [2, 4, 5, 6]}","[6, 5, 4, 4]",4,6
429,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 2, 3, 5, 6], ""e2"": [1, 2, 4, 6], ""e3"": [3, 4]}","[6, 5, 4, 2]",4,6
430,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 2, 3, 5, 6], ""e2"": [1, 2, 5, 6], ""e3"": [1, 5]}","[6, 5, 4, 2]",4,6
431,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 2, 3, 5, 6], ""e2"": [2, 3, 4, 5, 6], ""e3"": [1, 3, 4, 6]}","[6, 5, 5, 4]",4,6
432,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 2, 3, 5, 6], ""e2"": [2, 3, 4, 5, 6], ""e3"": [4, 5]}","[6, 5, 5, 2]",4,6
433,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 2, 3, 5, 6], ""e2"": [2, 3, 4, 6], ""e3"": [1, 3, 4]}","[6, 5, 4, 3]",4,6
434,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 2, 3, 5, 6], ""e2"": [2, 3, 4, 6]}","[6, 5, 4]",3,6
435,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 2, 3, 5, 6], ""e2"": [3, 4, 5, 6], ""e3"": [3, 4, 6]}","[6, 5, 4, 3]",4,6
436,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 2, 3, 5, 6], ""e2"": [4, 6], ""e3"": [3, 5]}","[6, 5, 2, 2]",4,6
437,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 2, 3, 5], ""e2"": [1, 2, 3, 4], ""e3"": [1, 2]}","[6, 4, 4, 2]",4,6
438,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 2, 3, 5], ""e2"": [1, 2, 5, 6], ""e3"": [4, 6]}","[6, 4, 4, 2]",4,6
439,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 2, 3, 5], ""e2"": [2, 3, 4, 6], ""e3"": [1, 6]}","[6, 4, 4, 2]",4,6
440,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 2, 3, 5], ""e2"": [2, 4, 6], ""e3"": [1, 2, 6]}","[6, 4, 3, 3]",4,6
441,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 2, 3, 5], ""e2"": [3, 4, 6], ""e3"": [1, 5, 6]}","[6, 4, 3, 3]",4,6
442,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 2, 3, 6], ""e2"": [1, 3, 6], ""e3"": [1, 2]}","[6, 4, 3, 2]",4,6
443,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 2, 3, 6], ""e2"": [2, 3, 4, 5], ""e3"": [1, 3, 4, 5]}","[6, 4, 4, 4]",4,6
444,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 2, 3], ""e2"": [2, 3, 4], ""e3"": [1, 5]}","[6, 3, 3, 2]",4,6
445,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 2, 3], ""e2"": [4, 5], ""e3"": [2, 6]}","[6, 3, 2, 2]",4,6
446,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 2, 4, 5, 6], ""e2"": [1, 2, 3, 4, 5]}","[6, 5, 5]",3,6
447,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 2, 4, 5, 6], ""e2"": [1, 2, 3, 5], ""e3"": [4, 5, 6]}","[6, 5, 4, 3]",4,6
448,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 2, 4, 5, 6], ""e2"": [1, 2, 4, 6], ""e3"": [1, 2, 3, 4]}","[6, 5, 4, 4]",4,6
449,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 2, 4, 5, 6], ""e2"": [1, 3, 5, 6], ""e3"": [3, 5]}","[6, 5, 4, 2]",4,6
450,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 2, 4, 5, 6], ""e2"": [2, 3, 6]}","[6, 5, 3]",3,6
451,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 2, 4, 5, 6], ""e2"": [3, 5], ""e3"": [3, 6]}","[6, 5, 2, 2]",4,6
452,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 2, 4, 5, 6], ""e2"": [4, 6], ""e3"": [1, 4]}","[6, 5, 2, 2]",4,6
453,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 2, 4, 5, 6], ""e2"": [5, 6]}","[6, 5, 2]",3,6
454,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 2, 4, 5], ""e2"": [1, 2, 3, 4], ""e3"": [1, 2, 4, 6]}","[6, 4, 4, 4]",4,6
455,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 2, 4, 5], ""e2"": [1, 2, 3, 6], ""e3"": [1, 2, 5, 6]}","[6, 4, 4, 4]",4,6
456,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 2, 4, 5], ""e2"": [1, 2, 4], ""e3"": [1, 4, 5]}","[6, 4, 3, 3]",4,6
457,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 2, 4, 5], ""e2"": [1, 3, 5, 6], ""e3"": [2, 3, 6]}","[6, 4, 4, 3]",4,6
458,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 2, 4, 5], ""e2"": [1, 3, 6], ""e3"": [2, 4]}","[6, 4, 3, 2]",4,6
459,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 2, 4, 5], ""e2"": [2, 3, 4, 6], ""e3"": [2, 3, 5]}","[6, 4, 4, 3]",4,6
460,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 2, 4, 5], ""e2"": [2, 4, 5], ""e3"": [2, 5]}","[6, 4, 3, 2]",4,6
461,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 2, 4, 6], ""e2"": [1, 3, 4, 6], ""e3"": [2, 3, 6]}","[6, 4, 4, 3]",4,6
462,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 2, 4, 6], ""e2"": [2, 5], ""e3"": [2, 3]}","[6, 4, 2, 2]",4,6
463,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 2, 4], ""e2"": [1, 2, 5], ""e3"": [2, 6]}","[6, 3, 3, 2]",4,6
464,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 2, 4], ""e2"": [2, 4, 5], ""e3"": [2, 3, 4]}","[6, 3, 3, 3]",4,6
465,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 2, 5, 6], ""e2"": [2, 3, 5], ""e3"": [2, 3]}","[6, 4, 3, 2]",4,6
466,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 2, 5, 6], ""e2"": [2, 3], ""e3"": [1, 4]}","[6, 4, 2, 2]",4,6
467,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 2, 5, 6], ""e2"": [2, 5], ""e3"": [2, 6]}","[6, 4, 2, 2]",4,6
468,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 2, 5, 6], ""e2"": [3, 4, 5, 6], ""e3"": [3, 5]}","[6, 4, 4, 2]",4,6
469,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 2, 5], ""e2"": [1, 4, 5], ""e3"": [1, 2, 4]}","[6, 3, 3, 3]",4,6
470,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 2, 5], ""e2"": [1, 5], ""e3"": [1, 3]}","[6, 3, 2, 2]",4,6
471,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 2, 5], ""e2"": [3, 6], ""e3"": [5, 6]}","[6, 3, 2, 2]",4,6
472,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 2], ""e2"": [4, 6], ""e3"": [2, 3]}","[6, 2, 2, 2]",4,6
473,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 3, 4, 5, 6], ""e2"": [1, 2, 3, 4, 5], ""e3"": [2, 6]}","[6, 5, 5, 2]",4,6
474,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 3, 4, 5, 6], ""e2"": [1, 2, 3, 5], ""e3"": [1, 3, 4], ""e4"": [5, 6]}","[6, 5, 4, 3, 2]",5,6
475,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 3, 4, 5, 6], ""e2"": [1, 2, 5, 6], ""e3"": [1, 5, 6]}","[6, 5, 4, 3]",4,6
476,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 3, 4, 5, 6], ""e2"": [1, 2, 5], ""e3"": [3, 4]}","[6, 5, 3, 2]",4,6
477,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 3, 4, 5, 6], ""e2"": [1, 2, 5], ""e3"": [5, 6]}","[6, 5, 3, 2]",4,6
478,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 3, 4, 5, 6], ""e2"": [1, 3, 6], ""e3"": [1, 4, 5]}","[6, 5, 3, 3]",4,6
479,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 3, 4, 5, 6], ""e2"": [1, 3, 6], ""e3"": [1, 4]}","[6, 5, 3, 2]",4,6
480,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 3, 4, 5, 6], ""e2"": [1, 4, 5, 6], ""e3"": [1, 2, 4]}","[6, 5, 4, 3]",4,6
481,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 3, 4, 5, 6], ""e2"": [1, 4, 5, 6], ""e3"": [2, 3, 5], ""e4"": [2, 3]}","[6, 5, 4, 3, 2]",5,6
482,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 3, 4, 5, 6], ""e2"": [2, 3, 4, 5, 6], ""e3"": [1, 2, 3, 4, 5]}","[6, 5, 5, 5]",4,6
483,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 3, 4, 5, 6], ""e2"": [2, 3, 4, 6], ""e3"": [1, 2, 5]}","[6, 5, 4, 3]",4,6
484,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 3, 4, 5, 6], ""e2"": [2, 5, 6], ""e3"": [4, 5, 6]}","[6, 5, 3, 3]",4,6
485,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 3, 4, 5, 6], ""e2"": [3, 4, 5], ""e3"": [1, 2, 3]}","[6, 5, 3, 3]",4,6
486,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 3, 4, 5, 6], ""e2"": [3, 4, 5], ""e3"": [4, 5]}","[6, 5, 3, 2]",4,6
487,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 3, 4, 5, 6], ""e2"": [3, 5, 6]}","[6, 5, 3]",3,6
488,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 3, 4, 5, 6], ""e2"": [3, 6], ""e3"": [4, 5]}","[6, 5, 2, 2]",4,6
489,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 3, 4, 5], ""e2"": [1, 2], ""e3"": [2, 5]}","[6, 4, 2, 2]",4,6
490,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 3, 4, 5], ""e2"": [1, 3, 4], ""e3"": [1, 4, 6]}","[6, 4, 3, 3]",4,6
491,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 3, 4, 5], ""e2"": [2, 3, 5], ""e3"": [4, 5, 6]}","[6, 4, 3, 3]",4,6
492,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 3, 4, 5], ""e2"": [2, 3, 6], ""e3"": [2, 5, 6]}","[6, 4, 3, 3]",4,6
493,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 3, 4, 5], ""e2"": [2, 4, 5, 6]}","[6, 4, 4]",3,6
494,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 3, 4, 5], ""e2"": [2, 4, 6], ""e3"": [2, 6]}","[6, 4, 3, 2]",4,6
495,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 3, 4, 5], ""e2"": [4, 5, 6], ""e3"": [1, 3]}","[6, 4, 3, 2]",4,6
496,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 3, 4, 6], ""e2"": [1, 2, 5, 6], ""e3"": [1, 6]}","[6, 4, 4, 2]",4,6
497,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 3, 4, 6], ""e2"": [1, 4, 5, 6], ""e3"": [1, 2]}","[6, 4, 4, 2]",4,6
498,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 3, 4, 6], ""e2"": [1, 4, 5, 6], ""e3"": [1, 4, 6]}","[6, 4, 4, 3]",4,6
499,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 3, 4, 6], ""e2"": [1, 5, 6], ""e3"": [3, 5, 6]}","[6, 4, 3, 3]",4,6
500,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 3, 4, 6], ""e2"": [3, 5], ""e3"": [1, 4]}","[6, 4, 2, 2]",4,6
501,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 3, 4, 6], ""e2"": [3, 6], ""e3"": [2, 6]}","[6, 4, 2, 2]",4,6
502,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 3, 4], ""e2"": [1, 2], ""e3"": [3, 5]}","[6, 3, 2, 2]",4,6
503,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 3, 4], ""e2"": [2, 4], ""e3"": [1, 2]}","[6, 3, 2, 2]",4,6
504,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 3, 5, 6], ""e2"": [1, 2, 5, 6], ""e3"": [2, 3]}","[6, 4, 4, 2]",4,6
505,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 3, 5, 6], ""e2"": [1, 3, 4, 6]}","[6, 4, 4]",3,6
506,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 3, 5, 6], ""e2"": [4, 6]}","[6, 4, 2]",3,6
507,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 3, 5], ""e2"": [1, 2, 3], ""e3"": [2, 3, 6]}","[6, 3, 3, 3]",4,6
508,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 3, 5], ""e2"": [1, 5]}","[6, 3, 2]",3,6
509,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 3, 5], ""e2"": [2, 4, 5], ""e3"": [4, 5]}","[6, 3, 3, 2]",4,6
510,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 3, 5], ""e2"": [5, 6]}","[6, 3, 2]",3,6
511,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 3, 6], ""e2"": [1, 5], ""e3"": [3, 6]}","[6, 3, 2, 2]",4,6
512,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 4, 5, 6], ""e2"": [1, 2, 4, 5], ""e3"": [1, 2, 5]}","[6, 4, 4, 3]",4,6
513,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 4, 5, 6], ""e2"": [1, 2, 4, 6], ""e3"": [1, 3, 4]}","[6, 4, 4, 3]",4,6
514,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 4, 5, 6], ""e2"": [1, 6], ""e3"": [2, 3]}","[6, 4, 2, 2]",4,6
515,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 4, 5, 6], ""e2"": [3, 4, 5], ""e3"": [4, 5]}","[6, 4, 3, 2]",4,6
516,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 4, 5], ""e2"": [1, 2, 6], ""e3"": [2, 4, 5]}","[6, 3, 3, 3]",4,6
517,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 4, 6], ""e2"": [1, 2, 4], ""e3"": [1, 6]}","[6, 3, 3, 2]",4,6
518,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 4, 6], ""e2"": [1, 3, 4], ""e3"": [1, 4]}","[6, 3, 3, 2]",4,6
519,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 4, 6], ""e2"": [2, 4, 6]}","[6, 3, 3]",3,6
520,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 4, 6], ""e2"": [3, 5], ""e3"": [1, 6]}","[6, 3, 2, 2]",4,6
521,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 5, 6], ""e2"": [1, 3, 4], ""e3"": [2, 5, 6]}","[6, 3, 3, 3]",4,6
522,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 5], ""e2"": [3, 4], ""e3"": [2, 6]}","[6, 2, 2, 2]",4,6
523,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [2, 3, 4, 5, 6], ""e2"": [1, 2, 4, 6], ""e3"": [2, 3, 4]}","[6, 5, 4, 3]",4,6
524,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [2, 3, 4, 5, 6], ""e2"": [1, 2, 5, 6], ""e3"": [1, 3, 4, 5]}","[6, 5, 4, 4]",4,6
525,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [2, 3, 4, 5, 6], ""e2"": [1, 2, 6], ""e3"": [3, 4, 5]}","[6, 5, 3, 3]",4,6
526,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [2, 3, 4, 5, 6], ""e2"": [1, 3, 4, 5, 6], ""e3"": [1, 4, 5, 6]}","[6, 5, 5, 4]",4,6
527,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [2, 3, 4, 5, 6], ""e2"": [1, 3, 4, 5, 6], ""e3"": [3, 4, 6]}","[6, 5, 5, 3]",4,6
528,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [2, 3, 4, 5, 6], ""e2"": [1, 3, 4, 5], ""e3"": [2, 3, 4], ""e4"": [1, 5, 6]}","[6, 5, 4, 3, 3]",5,6
529,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [2, 3, 4, 5, 6], ""e2"": [1, 3, 5, 6], ""e3"": [1, 3, 4, 5]}","[6, 5, 4, 4]",4,6
530,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [2, 3, 4, 5, 6], ""e2"": [1, 3, 5], ""e3"": [1, 2, 5]}","[6, 5, 3, 3]",4,6
531,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [2, 3, 4, 5, 6], ""e2"": [2, 3, 4, 5]}","[6, 5, 4]",3,6
532,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [2, 3, 4, 5, 6], ""e2"": [2, 3, 5, 6], ""e3"": [4, 5]}","[6, 5, 4, 2]",4,6
533,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [2, 3, 4, 5, 6], ""e2"": [2, 4, 5, 6], ""e3"": [3, 5, 6]}","[6, 5, 4, 3]",4,6
534,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [2, 3, 4, 5, 6], ""e2"": [2, 4, 5, 6], ""e3"": [4, 5, 6]}","[6, 5, 4, 3]",4,6
535,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [2, 3, 4, 5, 6], ""e2"": [2, 4, 6], ""e3"": [1, 2]}","[6, 5, 3, 2]",4,6
536,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [2, 3, 4, 5, 6], ""e2"": [3, 4, 5], ""e3"": [1, 6]}","[6, 5, 3, 2]",4,6
537,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [2, 3, 4, 5, 6], ""e2"": [3, 5, 6], ""e3"": [2, 4]}","[6, 5, 3, 2]",4,6
538,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [2, 3, 4, 5], ""e2"": [1, 2, 3, 6], ""e3"": [2, 3, 6]}","[6, 4, 4, 3]",4,6
539,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [2, 3, 4, 5], ""e2"": [1, 3, 4, 6], ""e3"": [2, 4, 5]}","[6, 4, 4, 3]",4,6
540,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [2, 3, 4, 5], ""e2"": [1, 4, 5], ""e3"": [3, 6]}","[6, 4, 3, 2]",4,6
541,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [2, 3, 4, 5], ""e2"": [3, 4, 5], ""e3"": [2, 5, 6]}","[6, 4, 3, 3]",4,6
542,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [2, 3, 4, 5], ""e2"": [3, 4, 6]}","[6, 4, 3]",3,6
543,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [2, 3, 4, 6], ""e2"": [1, 2, 4, 6], ""e3"": [1, 3, 5]}","[6, 4, 4, 3]",4,6
544,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [2, 3, 4, 6], ""e2"": [1, 2, 5], ""e3"": [2, 5]}","[6, 4, 3, 2]",4,6
545,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [2, 3, 4, 6], ""e2"": [1, 2, 5]}","[6, 4, 3]",3,6
546,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [2, 3, 4, 6], ""e2"": [1, 3, 5, 6], ""e3"": [2, 4]}","[6, 4, 4, 2]",4,6
547,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [2, 3, 4, 6], ""e2"": [1, 5]}","[6, 4, 2]",3,6
548,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [2, 3, 4, 6], ""e2"": [2, 3, 4, 5], ""e3"": [2, 6]}","[6, 4, 4, 2]",4,6
549,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [2, 3, 4, 6], ""e2"": [2, 3, 6], ""e3"": [1, 5], ""e4"": [1, 4]}","[6, 4, 3, 2, 2]",5,6
550,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [2, 3, 4, 6], ""e2"": [2, 3, 6]}","[6, 4, 3]",3,6
551,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [2, 3, 4], ""e2"": [1, 6]}","[6, 3, 2]",3,6
552,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [2, 3, 5, 6], ""e2"": [1, 4], ""e3"": [3, 4]}","[6, 4, 2, 2]",4,6
553,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [2, 3, 5, 6], ""e2"": [2, 3, 4], ""e3"": [1, 2, 3]}","[6, 4, 3, 3]",4,6
554,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [2, 3, 5, 6], ""e2"": [2, 5, 6], ""e3"": [1, 3, 4]}","[6, 4, 3, 3]",4,6
555,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [2, 3, 5], ""e2"": [1, 3, 4], ""e3"": [2, 6]}","[6, 3, 3, 2]",4,6
556,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [2, 3, 5], ""e2"": [1, 4, 6], ""e3"": [4, 6]}","[6, 3, 3, 2]",4,6
557,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [2, 3, 5], ""e2"": [1, 5, 6]}","[6, 3, 3]",3,6
558,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [2, 3, 5], ""e2"": [4, 5, 6], ""e3"": [1, 3, 4]}","[6, 3, 3, 3]",4,6
559,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [2, 4, 5, 6], ""e2"": [1, 4, 6], ""e3"": [1, 2]}","[6, 4, 3, 2]",4,6
560,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [2, 4, 5, 6], ""e2"": [2, 3, 4, 6], ""e3"": [3, 4, 5, 6]}","[6, 4, 4, 4]",4,6
561,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [2, 4, 5, 6], ""e2"": [2, 3, 5], ""e3"": [1, 3]}","[6, 4, 3, 2]",4,6
562,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [2, 4, 5, 6], ""e2"": [2, 4], ""e3"": [5, 6]}","[6, 4, 2, 2]",4,6
563,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [2, 4, 5, 6], ""e2"": [2, 5, 6], ""e3"": [1, 2]}","[6, 4, 3, 2]",4,6
564,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [2, 4, 5, 6], ""e2"": [2, 5, 6], ""e3"": [1, 4]}","[6, 4, 3, 2]",4,6
565,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [2, 4, 5], ""e2"": [1, 3, 6], ""e3"": [3, 5]}","[6, 3, 3, 2]",4,6
566,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [2, 4, 5], ""e2"": [3, 5], ""e3"": [1, 5]}","[6, 3, 2, 2]",4,6
567,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [2, 4, 6], ""e2"": [1, 5, 6], ""e3"": [4, 5]}","[6, 3, 3, 2]",4,6
568,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [2, 4], ""e2"": [3, 6]}","[6, 2, 2]",3,6
569,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [2, 5, 6], ""e2"": [1, 3, 6], ""e3"": [4, 6]}","[6, 3, 3, 2]",4,6
570,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [3, 4, 5, 6], ""e2"": [1, 2, 6], ""e3"": [4, 6]}","[6, 4, 3, 2]",4,6
571,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [3, 4, 5, 6], ""e2"": [1, 4, 5], ""e3"": [4, 6]}","[6, 4, 3, 2]",4,6
572,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [3, 4, 5, 6], ""e2"": [3, 5, 6], ""e3"": [1, 2]}","[6, 4, 3, 2]",4,6
573,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [3, 4, 5, 6], ""e2"": [4, 5, 6], ""e3"": [1, 2, 6]}","[6, 4, 3, 3]",4,6
574,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [3, 4, 5], ""e2"": [1, 2, 6]}","[6, 3, 3]",3,6
575,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [3, 4, 5], ""e2"": [1, 5, 6], ""e3"": [1, 6]}","[6, 3, 3, 2]",4,6
576,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [3, 4, 5], ""e2"": [2, 6], ""e3"": [1, 6]}","[6, 3, 2, 2]",4,6
577,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [3, 4, 6], ""e2"": [1, 3, 4], ""e3"": [2, 5]}","[6, 3, 3, 2]",4,6
